pl_orbper,pl_orbsmax,pl_orbeccen,pl_trandur,pl_trandep,pl_imppar,pl_eqt,pl_insol,pl_bmasse,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,pl_rade
0.971915428,0.01835,0.0,1.629,0.00737,0.3415,1609.0,1620.063,0.299,5316.0,0.82,0.86,-0.04,4.55,614.827,0.72
16.71990013,0.13263,0.0,3.2942,0.05306,0.0225,767.0,84.1,8.31,6020.0,1.085,1.049,0.0,4.389,558.652,2.8125177
52.661793,0.242,0.0,3.188,0.1088,0.78,286.0,1.28,5.65,4508.0,0.62,0.635,-0.142,4.684,293.499,2.24
10.4208,0.09359,0.0,2.7791,0.08776,0.7038,797.0,59.7,7.44,5367.0,0.814,0.907,0.19,4.46,575.581,2.43
2.853133644,0.037,0.0,1.4352,0.02771,0.82,1016.0,302.574,2.13,5043.0,0.77,0.82,-0.01,4.58,399.034,1.26
2.7886556,0.032742,0.064,1.91256,2.63399058,0.406,772.3,59.26,156.05374784,3790.4,0.5848,0.6017,0.522,4.6831,194.964,9.90873894
13.26079792,0.1065,0.0,3.912,0.01994,0.22,760.0,78.79,2.76,5478.0,1.053,0.914,0.16,4.354,855.82,1.47
6.10960324,0.0596,0.0,5.585,0.00603,0.108,1093.0,337.78,0.64,5789.0,1.02,1.02,0.07,4.43,567.187,0.89
3.167891938,0.0426,0.0,2.1875,0.07812,0.026,1221.0,684.765,8.91,5692.0,0.96,0.97,0.01,4.47,1394.22,2.93
200.452,0.90281,0.0271,,,,,,942.0,6050.0,1.3842,1.2384,0.34,4.2485,250.956,11.25
11.36112327,0.1013,0.0,4.2053,0.05695,0.854,869.0,135.797,7.9,5895.0,1.04,1.03,-0.01,4.41,980.035,2.73
9.576694,0.085,0.0,3.377,0.07468,0.49,846.0,84.571,8.75,5676.0,1.066,0.852,-0.04,4.334,716.025,2.9
18.09547,0.153,0.815,2.627,0.41,0.27,688.0,37.2117,1598.3590588,6532.0,1.83,1.445,0.017,4.072,366.987,12.80065596
27.5722742,0.1834,0.0,5.292,0.03189,0.562,636.0,49.665,4.42,5911.0,1.04,1.04,-0.01,4.42,1213.82,1.94
43.0342272,0.23688,0.0,6.0726,0.0509,0.2622,484.0,13.991,5.14,5610.0,0.93,0.96,0.04,4.49,460.188,2.12
1.744579,0.0338,0.0,2.09,0.9,0.82,2300.0,4650.0,6261.2196179,7000.0,1.56,1.68,0.35,4.27,655.013,16.47720163
6.9839095,0.0723,0.151,5.1502,0.8276,0.23,1180.0,404.915,1910.14872607,5925.0,1.233,1.026,-0.069,4.268,233.266,12.22899794
6.387597,0.052,0.0,2.5660579,2.3994296,0.33,565.0,14.259,127.1313628,3659.0,0.54,0.53,0.376,4.7,148.762,9.30345398
15.86621821,0.1225,0.0,4.1503,0.00773,0.872,879.0,137.66,1.87,6106.0,1.38,1.08,-0.15,4.19,352.0,1.2
4.16809082,0.0507,0.0,2.723,0.0263,0.0971,1277.0,803.353,3.09,5643.0,0.96,0.98,0.06,4.47,1389.27,1.57
29.6663,0.18291,0.0,8.412,0.0668,0.724,644.0,69.0,15.1,5906.74,1.54571,1.07,-0.4146,4.08919,1087.87,4.00135002
7.51574,0.0614,,2.3,0.129,0.42,497.0,11.8,4.66,3845.0,0.53,0.55,-0.09,4.73,143.125,2.0
1.543206604,0.02571,0.0,2.6094,0.00912,0.83,1827.0,2949.557,1.46,5923.0,1.14,1.03,-0.06,4.33,739.557,1.12
2.650237,0.046,0.0022,2.489,0.5797,0.881,2370.0,5300.0,991.62462984,7690.0,1.92,1.9,0.09,4.15,148.925,16.70138124
1.80988198,0.033,0.0,3.8,1.178,0.027,2228.0,4104.0,284.13859586,6329.0,1.756,1.458,0.366,4.196,194.459,20.78145022
5.470319,0.061,0.0,3.041,0.01065,0.11,1090.0,300.982,1.46,5828.0,1.068,1.022,-0.012,4.385,426.59,1.12
26.201446,,,3.33,0.0965,0.42,450.0,8.8138,5.73,4801.0,0.7,0.71,-0.18,4.6,105.58,2.26
66.1849031,0.3179,0.0,4.788,0.05605,0.0978,436.0,8.302,5.6,5756.0,0.97,0.98,0.0,4.46,922.333,2.23
12.551158,0.087,0.0,3.216,0.05545,0.76,480.0,16.819,28.2,4259.0,0.534,0.601,0.0465,4.732,324.413,1.32
18.009314436,0.1333,0.0,4.9713,0.30044,0.58,658.0,67.435,23.7,5575.0,0.9,0.93,-0.04,4.5,992.769,5.21
4.16787,0.04946,0.0,2.2148,0.01709,0.83,962.0,205.0,2.32,5135.55,0.929771,0.866,0.2502,4.43883,357.059,1.32557381
13.5396293,0.12643,0.0,4.338,0.01342,0.71,1079.0,449.699,6.08,6203.0,1.95,1.41,0.18,4.01,1484.25,2.34
9.176092,0.087,0.0,4.342,0.02069,0.01,960.0,201.362,3.53,5905.0,1.188,0.994,-0.03,4.308,778.654,1.7
5.72,0.05988,0.0162,1.1816,0.08654,0.9155,850.0,124.349,25.06,5187.9,0.826,0.859,0.1166,4.54,644.14,3.135
8.313783059,0.07895,0.0,2.9927,0.08103,0.75,886.0,254.906,7.18,5634.0,0.91,0.98,0.04,4.51,692.158,2.58
25.54339981,0.17871,0.0,8.567,0.01386,0.593,772.0,111.8,7.8,5422.0,1.782,1.02,0.02,3.945,784.625,2.70909809
53.5991044,0.2863,0.0,6.662,0.05231,0.5971,529.0,18.039,7.65,5983.0,1.07,1.05,-0.04,4.41,1157.84,2.68
1.0662107,0.0204,,1.142,0.0151,0.69,1885.0,876.703,2.27,5752.0,0.94,0.99,0.04,4.58,45.864,1.31
0.3524728,0.0097,,0.578,0.0305,0.77,2609.0,1844.98,3.26,5534.0,0.94,0.99,0.22,4.62,101.251,1.62
49.1013514,0.253,0.0,6.323,0.08564,0.3979,498.0,12.098,7.18,5518.0,0.88,0.91,-0.05,4.52,1010.01,2.58
4.01392,0.04606,0.21,2.3664,0.097,0.35,1003.0,,7.81,5003.0,0.797,0.809,-0.02,4.544,414.708,2.71257333
7.970940113,0.0762,0.0,1.2893,0.05266,0.3108,760.0,79.1,4.22,5237.0,0.826,0.927,0.24,4.572,772.481,1.88610592
4.44448017,0.0552,0.0,3.35,0.0163,0.8847,1217.0,538.569,3.82,5961.0,1.09,1.06,0.0,4.39,1375.18,1.78
115.6862258,0.4684,0.0,4.625,0.09459,0.264,401.0,12.362,10.3,5776.0,0.97,0.99,-0.03,4.46,1855.7,3.19
36.2919336,0.2226,0.0,8.181,0.03747,0.739,694.0,39.671,5.99,6018.0,1.12,1.08,0.02,4.37,1617.07,2.32
7.95839,0.08377,0.11,4.384,0.00583,0.946,1173.0,315.0,7.7,5854.0,1.447,1.238,0.321,4.21,525.997,0.86
14.435889,0.125,0.47,3.435,0.01129,0.49,884.0,159.163,2.54,6106.0,1.359,1.248,0.2142,4.265,352.794,1.4
37.81029892,0.2188,0.0,8.733,0.05703,0.423,566.0,24.27,14.3,6085.0,0.973,0.976,-0.28,4.451,1430.0,3.8765856
12.92491623,0.10151,0.0,2.6225,0.09874,0.5981,620.0,34.089,7.13,5192.0,0.79,0.87,0.0,4.58,312.798,2.57
1.952700019,0.0308,0.0,0.872,0.0403,0.1595,1403.0,917.15,6.44,5741.0,0.946,1.02,0.12,4.495,854.623,2.42172881
51.1110243,0.26391,0.0,7.987,0.03951,0.1627,478.0,23.468,4.62,5866.0,1.01,1.01,-0.05,4.43,889.885,1.99
60.323105,0.3,0.0111,5.7408,1.62,0.4,411.0,6.217,640.0,5498.0,0.95,0.99,0.18,4.77,914.221,12.3
2.99432,,0.019,6.9172309,0.11206492,0.52,1272.46,619.5809,508.5254512,4780.0,3.22,1.325,0.39,3.5,536.046,10.08808263
2.9223,,0.068,5.5560255,0.57240177,0.24,2027.12,3990.5716,143.02278315,6000.0,2.31,1.538,0.29,3.9,717.128,16.81347105
0.3711281,0.0064,,0.4918187,0.23226218,0.27,1060.0,204.4874,2.1,3333.0,0.27,0.25,,4.97,48.582,1.25
52.60969925,0.2846,0.0,8.202,0.02037,0.102,553.0,8.63,4.5,5881.0,1.294,1.109,0.16,4.259,990.838,1.95958179
144.547396,0.56378,0.0,14.962,0.10352,0.752,303.0,1.99,6.94,5262.0,0.81,0.84,-0.1,4.56,2334.93,2.53
24.99324193,0.16848,0.0,5.9083,0.02696,0.762,712.0,72.749,5.69,5809.0,1.37,1.05,0.06,4.18,466.265,2.25
127.282184,0.503,0.0,7.16,0.80886,0.83,392.0,4.585,,5740.0,1.22,1.021,0.16,4.286,1402.58,12.45
260.79,0.828,0.3683,24.096,0.47479596,0.1,348.0,2.71,875.61726129,5695.0,1.636,1.111,0.253,4.057,116.685,11.32107051
2.539183179,0.0355,0.0,2.383,0.03821,0.852,1332.0,702.281,4.54,5703.0,0.95,0.96,-0.03,4.47,1023.07,1.97
6.312501,0.055,0.0,2.908,0.1286,0.79,575.0,42.692,8.5,4096.0,0.534,0.654,-0.12,4.732,388.63,2.15
8.59545,0.075,0.078,2.486,0.114,0.53,665.0,26.707,9.6,4552.0,0.665,0.678,-0.284,4.743,27.5024,2.587
42.3514267,0.2743,0.0,7.6356,0.05847,0.0374,938.0,47.84,16.3,6725.0,1.74,1.45,0.02,4.12,698.326,4.18
19.23891,0.143,0.0609,4.243,0.66605,0.59,661.0,48.229,43.4,5774.0,0.958,1.022,0.05,4.49,628.257,8.29
4.62332,0.05531,0.0,3.0364,0.0062,0.36,1050.0,349.769,2.71,5538.0,1.07,1.07,0.18,4.409,364.03,0.85
96.101141,0.402,0.0,8.36,0.09823,0.74,409.0,6.674,13.7,5796.0,1.037,0.831,-0.27,4.377,1160.63,3.77
3.00725242,0.0388,0.0,4.336,0.02858,0.769,1122.0,373.99,4.27,5612.0,0.92,0.94,-0.01,4.49,2481.71,1.9
0.7363104,0.0112,,0.6736853,0.13225461,0.66,910.0,117.7582,2.24,3383.0,0.35,0.35,,4.89,47.7465,1.3
6.2034,,0.09,5.715,0.081,0.858,1226.0,375.554,193.87532827,4800.0,4.1,1.19,0.1,3.29,393.443,19.72780603
148.4603382,0.5238,0.0,5.402,0.16066,0.81,285.0,1.512,12.2,5335.0,0.83,0.87,-0.04,4.55,584.136,3.53
33.13610077,0.1748,0.0,4.163,0.08252,0.444,357.0,3.86,6.0,4245.0,0.637,0.649,0.0,4.641,636.694,2.322
19.94750023,0.1421,0.0,1.756,0.08613,0.02,625.0,36.14,8.88,5749.0,0.864,0.961,-0.1,4.547,1366.18,2.92454357
8.93484887,0.0928,0.0,2.579,0.01359,0.888,1124.0,377.25,4.01,6688.0,1.347,1.336,0.07,4.304,938.417,1.83
448.303558,0.6762,0.0,12.713,0.03486,0.217,369.0,6.062,6.66,6137.0,1.19,1.12,0.0,4.33,716.76,2.47
16.29595382,0.123,0.0,2.129,0.03696,0.0924,678.0,52.146,4.31,5727.0,0.97,0.98,0.0,4.45,1107.5,1.91
46.71640015,0.2588,0.0,7.353,0.03455,0.159,531.0,18.74,9.28,5856.0,1.092,1.057,0.16,4.386,1771.31,3.00177922
3.312792,,,2.097,0.1815,0.893,1119.0,260.965,19.6,5558.0,0.966,0.789,-0.116,4.368,456.122,4.662
2.14084,,,1.569,0.0628,0.941,1267.0,428.205,10.4,5377.0,0.971,0.984,0.018,4.454,144.202,3.207
11.8981,0.10203,0.002,3.015,0.01309,0.974,929.0,161.0,4.16,5905.0,1.257,1.041,-0.09,4.26,1025.1,1.99
42.913751,0.25764,0.0,5.121,0.01606,0.403,810.0,73.501,7.75,6101.0,2.06,1.41,0.14,3.95,996.32,2.7
9.30987,0.08827,0.0,3.455,0.01145,0.04,913.0,167.2,2.62,5714.96,1.19951,1.02,0.0775,4.28866,729.823,1.42553017
3.17060005,0.0415,0.0,1.5778,0.03254,0.029,1080.0,245.904,3.53,5582.0,0.92,0.95,0.04,4.49,872.328,1.7
4.30744,0.049,,2.3379196,0.10948419,0.49,955.0,196.0,8.1,5151.0,0.86,0.87,0.17,4.4,169.422,3.01
35.1810304,0.2281,0.0,7.373,0.10246,0.799,664.0,76.339,16.5,6195.0,1.24,1.17,0.02,4.31,1848.84,4.21
5.604710102,0.0588,0.0,2.885,0.021,0.1771,866.0,132.98,3.25,5401.0,0.777,0.871,-0.16,4.593,1042.45,1.6187808
25.262887,0.18,0.0,3.698,0.01255,0.1,756.0,62.241,3.78,6067.0,1.461,1.17,0.15,4.196,948.781,1.77
8.70181574,0.0777,0.0,3.019,0.03041,0.045,750.0,56.212,3.22,5383.0,0.87,0.91,0.1,4.52,864.331,1.61
4.45743164,0.0448,0.0,2.3577,0.01757,0.175,732.0,95.443,1.32,4679.0,0.71,0.76,0.05,4.62,342.144,1.09
321.2120056,0.94082,0.0,3.961,0.24072,0.8577,310.0,3.4,59.1,6018.0,1.286,1.09,0.06,4.257,979.541,8.93504475
24.94598,0.1817,,5.2,0.019,0.4,801.0,,4.7,6570.0,1.39,1.29,-0.03,4.26,266.864,2.01
13.61159129,0.12178,0.0,7.508,0.00955,0.112,958.0,285.295,2.6,6209.0,1.45,1.25,0.16,4.21,840.269,1.42
16.092361,0.112,0.0,1.937,0.01369,0.54,503.0,17.819,0.347,4661.0,0.671,0.78,0.1369,4.647,152.094,0.75
34.525528,0.2069,0.0046,3.8206653,1.831,0.14,497.0,10.1,177.98390792,5026.0,0.748,0.77,0.32,4.66,177.945,10.1
10.681572,0.096,0.0,3.542,0.03078,0.04,897.0,98.9,6.12,5551.0,1.301,1.037,0.26,4.223,1026.43,2.35
2.99793191,0.04218,0.0,4.392,0.00451,0.403,1616.0,1982.268,0.64,6170.0,1.35,1.21,0.0,4.25,535.048,0.89
10.50534,0.0752,,2.4850401,0.13206016,0.35,488.0,8.1,4.82,3800.0,0.534,0.54,-0.5,4.5,62.3446,2.04
1.1589,0.0164,,1.1688702,0.34706759,0.43,861.0,92.5,8.35,3400.0,0.451,0.452,0.0,4.5,80.6532,2.82
4.48758907,0.05202,0.0,2.8308,0.0112,0.54,1305.0,827.221,2.1,6079.0,1.15,1.05,-0.12,4.34,779.596,1.25
40.74976,0.249,0.09,5.4,0.6026,0.76,684.0,14.5514,200.23189641,6170.0,1.316,1.21,0.09,4.29,168.067,11.06326395
59.36249924,0.30883,0.0,14.04,0.02336,0.001,566.0,37.2,9.65,5786.0,1.471,1.006,-0.02,4.106,508.201,3.07250761
0.664073806,0.0143,0.0,1.1019,0.02126,0.019,1703.0,2190.082,1.92,5123.0,0.79,0.84,0.03,4.57,882.324,1.21
4.0782387,0.0561,0.025,4.8475616,0.6046696,0.154,1728.0,532.0,1064.72516345,6311.0,1.81,1.35,-0.1,4.05,281.314,14.57167491
7.851928,0.057,0.0,1.66,0.38739591,0.35,395.0,4.0,6.37,3342.0,0.34,0.34,0.03,4.91,33.3631,2.19
3.6915224,0.0467,,2.720758,1.63160232,,1213.23,512.0235,259.66580852,5720.0,1.064,1.0,,4.37355,209.229,14.81827249
18.85019,0.1177,0.0,3.23,0.261,0.21,443.0,6.39,10.8,4065.0,0.597,0.606,0.05,4.65,40.0654,3.14
9.4060467,0.08747,0.0,5.161,0.00795,0.397,981.0,254.701,2.33,5933.0,1.22,1.08,0.07,4.3,1026.48,1.33
21.194733,,,4.65,0.0263,0.41,569.0,,1.98,5424.0,0.8,0.86,-0.17,4.56,239.289,1.22
56.35418576,0.25787,0.0,3.29,0.1037,0.0293,352.0,4.436,6.17,4871.0,0.72,0.75,-0.13,4.6,313.068,2.36
8.1577094,0.0711,0.105,4.001,0.8186,0.423,918.9,91.0972,96.4,5300.0,0.92,0.96,0.36,4.55,109.557,9.1
6.2216147,0.06753,0.0,3.2606,0.01714,0.1424,1101.0,380.134,3.64,6261.0,1.32,1.21,0.03,4.27,939.001,1.73
3.60147201,0.0428,0.0,2.522,0.07777,0.021,996.0,233.031,8.91,5217.0,0.81,0.86,0.03,4.56,1005.43,2.93
7.06599,0.0591,,1.62,0.221,0.57,,17.9,5.99,4127.0,0.491,0.551,,4.786,180.697,2.32
29.90722674,0.17522,0.0,4.812,0.05974,0.1119,564.0,25.147,5.73,5871.0,0.94,0.97,-0.17,4.48,513.748,2.26
3.48456408,0.0287,0.428,0.7637,1.155,0.628,494.0,9.91,24.5,3207.0,0.2932,0.2634,0.15,4.944,44.9565,3.44
0.548177,0.01189,0.063,0.998,0.02487,0.53,1617.0,1138.0,1.42,4440.0,0.678,0.74,0.12,4.618,47.3924,1.166
84.5733226,0.3778,0.0,5.715,0.08916,0.1557,366.0,4.042,8.55,5472.0,0.9,0.94,0.12,4.5,1064.31,2.86
2.616235,0.0252,0.0,1.19,0.11206014,0.11,568.0,17.3,1.75,3384.0,0.32,0.313,-0.02,4.89,15.8095,1.09
5.70588,0.04749,0.038,0.98,0.0821,0.89,557.0,16.1,3.09,3803.0,0.439,0.439,-0.43,5.2,10.0055,1.533
2.76953,0.02933,0.039,1.15,0.0712,0.665,709.0,42.2,2.14,3803.0,0.439,0.439,-0.43,5.2,10.0055,1.24
2.154849,0.027,0.03,1.66,4.95521823,0.26,750.0,54.0,222.4798849,3660.0,0.51,0.53,0.1,4.75,112.71,11.32107051
3.341815,0.046,0.0,2.769,0.01782,0.01,1356.0,677.503,3.12,5952.0,1.157,1.171,0.22,4.377,657.223,1.58
5.025598,,,2.28,0.0485,0.272,,,2.34,4663.0,0.663,0.746,-0.25,4.667,206.608,1.332
51.07926307,0.26769,0.0,6.3729,0.07368,0.615,503.0,12.5,8.5,5927.0,1.05,1.04,-0.01,4.42,530.122,2.85
11.20066445,0.0975,0.0,3.786,0.02199,0.0975,808.0,100.91,3.46,5964.0,1.1,1.07,0.04,4.39,1425.43,1.68
3.932461302,0.0444,0.0,2.1982,0.04555,0.416,894.0,111.11,3.15,4700.0,0.7,0.73,-0.11,4.62,508.809,1.59
3.57554956,0.04304,0.0,2.463,0.00965,0.462,1061.0,186.069,0.566,5131.0,0.79,0.83,0.0,4.57,389.143,0.86
7.05254,0.0692,,1.899,0.103,0.53,,118.0,7.65,5413.0,0.86,0.89,0.11,4.522,181.746,2.68
5.0988179,0.04825,0.22,1.36,0.393,0.887,603.6,20.8,13.6,3708.0,0.55,0.577,0.35,4.718,33.0231,3.76
6.47027579,0.0686,0.0,3.241,0.01169,0.63,926.0,186.076,1.04,5487.0,0.94,0.94,0.13,4.46,651.674,1.02
14.878296,0.1153,0.0,7.504,0.03228,0.701,692.0,54.19,3.71,5471.0,0.85,0.88,-0.12,4.54,2093.62,1.75
0.558842003,0.0128,0.0,0.7848,0.02809,0.307,1787.0,2412.15,3.28,5151.0,0.792,0.903,0.21,4.592,820.957,1.62573811
44.347,0.23332,0.0,6.399,0.07917,0.778,484.0,24.114,56.2,5656.0,0.89,0.97,-0.2,4.53,1337.61,3.1
3.0091324,0.041,0.0,2.269,0.01914,0.1801,1177.0,449.975,2.18,5597.0,0.9,0.93,-0.06,4.5,1015.69,1.28
6.398042,0.0604,0.09,2.143,0.1446,0.566,714.0,43.3,10.2,4511.0,0.65,0.73,0.0,4.62,31.5666,2.79
0.868386528,0.0163,0.0,1.0575,0.05384,0.4646,1389.0,672.113,3.53,4817.0,0.74,0.8,0.1,4.6,647.424,1.7
10.86060047,0.0988,0.0,2.2874,0.01896,0.987,1108.0,356.24,7.77,6455.0,1.496,1.087,-0.36,4.125,1299.32,2.70393215
54.18915,0.313,0.432,4.55,0.3708,0.846,688.0,6.7645,947.12865286,5980.0,1.78,1.47,0.15,3.8,382.898,11.99360935
3.052524,0.04047,,2.2564388,1.58532048,,1159.07,426.5351,533.95172376,5470.0,0.952,0.949,,4.43994,363.66,13.77583728
18.87974,0.1242,0.08,3.67,0.1199,0.21,498.0,10.2,9.7,4511.0,0.65,0.73,0.0,4.62,31.5666,2.39
11.60649967,0.0885,0.0,2.229,0.07717,0.3817,584.0,27.47,6.52,4703.0,0.701,0.686,-0.14,4.582,710.724,2.43836702
14.44912,0.1201380843,0.0,2.8,,0.5,709.0,,2.3,6015.0,1.29,1.12,0.098,4.27,848.254,1.32
8.803809,0.08215,0.208,3.016,0.836,0.199,940.0,72.699,91.21675281,5555.0,0.912,0.954,0.099,4.496,246.353,8.47398941
18.24783,0.153,0.22,11.1,0.193,0.34,1184.0,357.0,276.51071409,6069.0,2.55,1.44,0.2,3.783,519.229,11.88151954
18.787839,,,4.7,,0.701,,,22.8,5946.0,1.239,0.945,-0.257,4.227,606.992,5.098
20.16034462,0.13372,0.0,3.8215,0.03364,0.8887,510.0,15.291,3.26,4944.0,0.74,0.8,-0.04,4.6,259.639,1.62
13.79019,,0.13,3.301,0.114,0.33,646.0,29.035,7.32,5185.0,0.79,0.83,0.02,4.6,116.567,2.61
28.625653,0.1857,0.0,4.601,0.06527,0.021,573.0,14.877,6.76,5566.0,0.91,0.94,0.03,4.5,1114.24,2.49
3.438753,0.03845,0.14,1.92,3.29144087,,759.0,55.4,85.3,3913.0,0.62,0.64,0.0,4.68,181.139,12.0
4.860674,0.061,0.043,2.92,0.614,0.84,1375.0,292.245,731.0053361,5734.0,1.51,1.04,0.14,4.24,248.504,12.778238
4.095779896,0.0457,0.0,1.704,0.04055,0.752,851.0,124.3,3.02,4791.0,0.742,0.759,0.07,4.577,711.509,1.55098292
15.77979614,0.1232,0.0,4.0334,0.05414,0.025,713.0,66.269,5.86,5723.0,0.96,0.98,-0.01,4.47,861.494,2.29
9.182417,0.091,0.0,4.343,0.00847,0.63,1052.0,429.813,2.21,6189.0,1.382,1.256,0.0322,4.233,881.404,1.29
0.792052,0.01679,0.0,0.3656119,0.15617799,,1978.0,1781.1556,29.32,5443.0,0.949,1.02,0.27,4.35,80.4373,4.72
7.411141,0.0748,0.0,2.4852,0.06205,0.0062,905.0,228.283,6.71,5785.0,0.99,0.98,-0.03,4.44,1089.87,2.48
2.9887615,0.04145,0.0,3.00648,1.304,0.32,1431.0,699.0,260.61929374,5771.0,1.095,1.063,0.191,4.385,361.857,13.64132951
10.59357,0.0727,,2.4,0.21,,,4.9,4.66,3499.0,0.436,0.457,0.09,4.822,102.483,2.0
11.06201,0.061,0.0,1.7587777,0.309,0.19,326.0,1.8,4.82,3185.0,0.275,0.249,-0.07,4.95,30.5212,1.672
9.795647,0.0785,,2.5992,0.12797,0.42028,542.0,21.964,7.51,4349.0,0.678,0.622,0.03,4.72,109.218,2.65
0.728113,,,0.7992,0.068,0.49,932.0,,1.37,3782.0,0.32,0.418179,-0.18,5.0,150.124,1.1
11.637071,0.103,0.0,3.289,0.06043,0.01,857.0,108.717,35.7,5888.0,0.958,0.99,0.11,4.502,1050.64,2.27
16.092,0.12789,0.0,2.879,0.04354,0.79,718.0,66.122,16.13,5685.0,1.03,1.02,0.12,4.417,228.678,2.41
267.291,0.718,0.0,7.46,0.042,0.41,208.0,0.5,35.0,4925.0,0.64,0.69,-0.37,4.68,300.874,1.41
71.52530845,0.3091,0.0,5.9273,0.62794,0.015,340.0,2.472,26.7,4834.0,0.73,0.77,-0.01,4.6,382.509,5.59
7.994037,,,4.271047,0.04046194,,1022.99,258.8217,8.0,5846.29,1.25324,1.055,-0.2729,4.26525,107.118,2.75
12.73719978,0.10625,0.0,3.382,0.01063,0.364,697.0,56.3,1.55,5420.0,0.868,0.874,0.0,4.502,438.703,1.13863767
9.088516,0.0813,0.0,3.5568,2.134,0.17,801.0,68.6,324.18497514,5321.0,0.791,0.867,0.071,4.581,176.436,12.59889431
9.467814048,0.0691,0.0,2.4437,0.2237,0.081,407.0,8.559,5.39,3631.0,0.46,0.49,-0.01,4.79,174.826,2.18
2.1225735,0.03319,0.0,1.64688,0.0191,0.99,1763.0,1600.0,298.75870258,5966.0,1.248,1.082,0.027,4.278,337.064,19.83989584
8.001968,0.0854,0.174,4.632,0.4273,0.2,1259.0,406.0,203.41018048,6101.0,1.564,1.296,0.181,4.161,373.345,11.1529358
201.1214,0.67249,0.0,10.575,0.04734,0.77,300.0,2.121,4.98,5694.0,0.96,0.98,0.01,4.47,482.119,2.08
1.8237305,0.02636,,1.519,0.1435,0.48,941.0,188.0,9.1,4435.0,0.671,0.734,0.175,4.55,77.2554,2.765
3.517494394,0.0378,0.0,1.4847,0.0561,0.027,704.0,68.723,2.45,4184.0,0.57,0.59,-0.3,4.7,253.867,1.37
7.31946363,0.0898,0.0,4.839,0.01567,0.112,1682.0,323.294,5.18,6541.0,1.63,1.38,0.04,4.16,1014.62,2.13
25.76051,,,,,0.475,,,9.93,5236.0,0.92,0.954,0.237,4.488,274.864,3.124
2.002849,0.0272,0.0,1.66,2.50765147,0.34,939.0,137.0,624.0,3996.0,0.646,0.666,0.14,4.67,390.415,10.78
13.02365861,0.10916,0.0,3.9714,0.06224,0.883,743.0,76.375,6.21,5683.0,0.95,0.97,-0.01,4.47,663.418,2.37
3.162697,0.043,0.0,1.9,0.05261,0.52,1308.0,668.215,7.13,5821.0,1.114,1.06,0.08,4.358,703.302,2.57
5.21104261,0.06035,0.0,3.3011,0.01038,0.66,1107.0,351.69,1.24,6112.0,1.09,1.1,-0.03,4.41,623.901,1.07
8.25978,0.075,0.0,3.005,0.02984,0.64,714.0,66.578,2.39,5117.0,0.722,0.848,0.16,4.636,717.527,1.35
7.406106,0.0684,0.0,2.8826,0.04187,0.52,771.0,61.175,3.44,4884.0,0.749,0.777,0.02,4.579,341.908,1.674
23.9210791,0.1871,0.0,4.692,0.01508,0.1687,1020.0,197.846,5.48,6807.0,1.84,1.5,0.05,4.08,921.778,2.2
6.87745,0.06,0.0,1.35,0.16323,0.19,484.0,17.583,5.18,4258.0,0.555,0.541571,-0.18,4.729,264.993,2.13
4.3474032,0.0543,0.0,4.8624,0.2949,0.409,1534.0,923.6,105.83685953,5607.0,1.75,1.131,0.19,4.005,327.927,10.36830715
8.20395,0.075,0.0,2.74,0.10783,0.06,742.0,43.768,7.32,5020.0,0.85,0.748,-0.02,4.492,600.241,2.61
75.12375,0.332,0.018,8.599,1.1171,0.419,441.0,9.6,419.53349724,5700.0,1.058,0.89,-0.21,4.2,348.849,11.30986153
4.872171,,,2.584,0.218,,1042.0,195.925,23.7,5631.0,1.02283,1.0,,4.41846,290.646,5.22
18.16406,0.12,0.0,2.97,0.092,0.22,510.0,17.21,14.0,4925.0,0.64,0.69,-0.37,4.68,300.874,1.95
9.401312,,,2.112,0.0275,0.883,,,7.89,5911.0,1.32,0.993,-0.049,4.194,249.303,2.729
3.8016122,0.05222,0.0,3.4296,0.749,0.584,1570.0,1013.0,457.67290608,6202.0,1.438,1.313,0.182,4.24,334.993,13.57407563
8.13087,,,,,,,,2.9,5794.0,1.20424,1.069596,0.25,4.25,389.702,1.51398464
3.936551,0.043,0.05,2.2,1.5461,0.2,690.0,39.0,82.63538582,3870.0,0.6,0.63,0.4,4.67,130.091,8.29464572
6.30560247,0.0657,0.0,2.468,0.02208,0.5424,1125.0,57.751,1.51,4862.0,0.74,0.78,0.0,4.6,510.029,1.13
1.260259094,0.02231,0.0,1.8742,0.11307,0.791,1569.0,924.374,9.91,5281.0,0.82,0.86,-0.04,4.56,890.352,3.12
0.941967,,,2.2,,,,,0.271,5050.28,0.966,0.859,0.18,4.402,936.341,0.7
17.44490636,0.1263,0.0,4.0988,0.08561,0.2495,679.0,39.01,6.62,5387.0,0.84,0.87,-0.06,4.54,760.43,2.46
24.31575992,0.17,0.0,4.1383,0.06433,0.653,683.0,71.843,11.0,6161.0,1.22,1.13,0.01,4.32,1215.11,3.31
2.55314213,0.0366,0.0,1.858,0.01853,0.32,1312.0,803.679,2.27,5667.0,0.92,0.95,-0.07,4.49,1246.92,1.31
3.1342791,0.033548,0.097,1.311,0.1236,0.69,698.0,39.0,6.36,3690.0,0.515,0.513,0.0,4.725,45.1309,1.9
9.977219,0.0677,0.075,2.17,0.04598525,0.24,417.0,4.98,0.704,3459.0,0.421,0.415,-0.07,4.809,31.1265,0.914
