pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist
32.376183,0.1789,2.26,5.73,0,5.61,392,88.18,0.896,0.07454,4.4639,4580,0.675,0.748,0.08,440.561
92.7297248,0.3608,2.81,8.3,0,1.38,276,89.19,0.857,0.12575,6.83,4580,0.675,0.748,0.08,440.561
26.7575866,0.1815,2.28,5.82,0,44.86,660,89.29,0.407,0.04553,5.858,6215,1.052,1.111,-0.06,1502.34
3.03267135,0.0405,0.6,0.156,0,468.31,1187,88.93,0.238,0.00424,1.774,5640,0.921,0.962,0.06,340.965
8.7396758,0.0713,3.29,10.8,0,26.17,577,82.59,0.957,0.1431,3.866,4406,0.628,0.632,-0.24,701.255
3.6961049,0.04565,1.773,9.7,0.083,331,1187,87.36,0.633,0.03967,2.463,5495,0.9164,0.929,0.07,282.563
10.8540774,0.0936,2.894,11.1,0.076,78.7,828,89.815,0.594,0.1051,3.7768,5495,0.9164,0.929,0.07,282.563
77.611455,0.3474,2.606,13.4,0.082,5.71,430,89.708,0.588,0.08275,7.2566,5495,0.9164,0.929,0.07,282.563
6.0984882,0.0637,0.821,0.76,0.092,169.8,1004,87.63,0.63,0.00748,2.9815,5495,0.9164,0.929,0.07,282.563
19.578328,0.1387,0.952,1.4,0.094,35.9,681,88.788,0.727,0.01156,3.744,5495,0.9164,0.929,0.07,282.563
34.94,0.2055,4.71,19.96,0.15,,524,,,,,5495,0.9639,0.948,0.07,282.563
8.594805,0.08,2.13,5.18,0,159.069,854,87.84,0.93,0.03365,3.534,5678,0.944,0.972,-0.006,665.912
10.222157,0.09,1.59,3.15,0,126.361,806,88.23,0.74,0.02382,1.11,5678,0.944,0.972,-0.006,665.912
6.383159135,0.0562,2.73,7.9,0,18.73,530,89.61,0.197,0.23132,1.7504,3757,0.576,0.581,0.48,320.588
20.6180348,0.1228,1.57,3.09,0,3.92,359,89.82,0.155,0.07695,3.267,3757,0.576,0.581,0.48,320.588
1.090011003,0.0197,1.04,1.12,0,911.28,1402,83.71,0.531,0.01748,1.5,5081,0.77,0.864,0.12,776.55
14.09258319,0.1084,1.82,3.97,0,30.1,597,88.45,0.586,0.05304,4.1536,5081,0.77,0.864,0.12,776.55
25.672083,0.175,2.46,6.62,0,64.549,683,87.2,0.38,0.03871,5.627,6065,1.229,1.098,-0.0442,636.445
151.884058,0.573,2.85,8.5,0,6.033,378,89.27,0.92,0.03606,12.99,6065,1.229,1.098,-0.0442,636.445
4.069427,0.045,1.63,3.29,0,108.504,802,89.62,0.64,0.05491,2.067,4668,0.667,0.683,-0.21,285.111
16.282493,0.113,1.85,4.08,0,17.07,505,89.46,0.31,0.07926,2.853,4668,0.667,0.683,-0.21,285.111
3.162697,0.043,2.57,7.13,0,668.215,1308,85.47,0.52,0.05261,1.9,5821,1.114,1.06,0.08,703.302
5.370647,0.061,2.47,749.9,0,329.788,1096,87.46,0.1,0.05194,2.014,5821,1.114,1.06,0.08,703.302
11.32972,0.1,1.44,33.9,0,121.816,855,89.91,0.34,0.01743,3.992,5821,1.114,1.06,0.08,703.302
14.400974,0.117,2.53,6.94,0,79.703,828,86.44,0.57,0.03964,3.906,5812,1.238,1.038,0.07,686.723
25.660593,0.173,1.79,3.86,0,36.886,683,87.88,0.62,0.01692,4.383,5812,1.238,1.038,0.07,686.723
2.75564,0.032,1.51,2.89,0,102.562,757,85.06,0.87,0.05464,1.948,4321,0.546,0.592,-0.1254,159.72
20.306546,0.122,1.64,3.33,0,7.14,389,89,0.81,0.07109,2.873,4321,0.546,0.592,-0.1254,159.72
7.781987,0.078,1.2,1.87,0,192.273,983,84.82,0.33,0.01069,3.644,5764,1.185,0.957,0.0213,594.447
13.137471,0.111,1.77,3.78,0,95.51,825,86.45,0.35,0.02128,4.768,5764,1.185,0.957,0.0213,594.447
23.44281,0.163,1.19,1.81,0,44.17,681,85.83,0.1,0.0085,5.389,5764,1.185,0.957,0.0213,594.447
1.611865,0.029,1.57,3.09,0,4097.318,1930,73.17,0.38,0.00956,2.999,5920,1.588,1.313,0.29,875.519
3.071571,0.044,1.5,2.86,0,1742.715,1556,74.56,0.18,0.00908,4.077,5920,1.588,1.313,0.29,875.519
5.868075,0.068,3.31,11,0,732.604,1254,83.38,0.27,0.04356,3.97,5920,1.588,1.313,0.29,875.519
4.22864,0.054,1.63,3.29,0,639.576,1379,89.94,0.16,0.015,3.308,6092,1.314,1.082,-0.0423,775.328
7.466623,0.079,1.39,2.51,0,300.165,1141,88.98,0.27,0.01209,3.882,6092,1.314,1.082,-0.0423,775.328
11.131786,0.103,1.2,1.87,0,176.283,999,89.02,0.11,0.00955,4.118,6092,1.314,1.082,-0.0423,775.328
16.259458,0.132,1.48,2.79,0,106.345,880,89.29,0.21,0.01295,4.038,6092,1.314,1.082,-0.0423,775.328
16.087845,0.122,2.26,5.73,0,48.662,668,88.05,0.08,0.06125,2.878,5513,0.935,0.971,0.11,576.946
41.749882,0.231,3.1,9.8,0,13.637,486,89.77,0.58,0.10554,5.63,5513,0.935,0.971,0.11,576.946
2.7858212,0.0434,1.639,7.5,0,2749,2015,83.2,0.584,0.006217,3.4834,6305,1.902,1.408,-0.03,108.522
2.453234,0.032,2.94,8.96,0,122.139,737,77.86,0.73,0.17519,1.746,4559,0.65,0.77,0.2772,232.75
7.972513,0.07,3.62,12.8,0,25.44,497,85.73,0.4,0.3245,2.902,4559,0.65,0.77,0.2772,232.75
4.138575,0.048,1.26,2.13,0,158.188,954,89.23,0.02,0.02677,2.226,5123,0.816,0.867,0.151,309.353
6.04045,0.062,1.29,18.3,0,95.436,841,88.58,0.04,0.02732,2.053,5123,0.816,0.867,0.151,309.353
16.257582,0.133,1.09,1.32,0,133.866,830,89.61,0.19,0.00597,6.596,5852,1.455,1.166,0.22,687.194
31.805174,0.207,2.74,7.95,0,54.662,664,86.65,0.15,0.03606,8.316,5852,1.455,1.166,0.22,687.194
2.46236,0.036,1.62,3.26,0,833.469,1326,89.72,0.22,0.01801,1.768,5696,1.195,1.07,0.15,634.939
4.822962,0.057,2.34,6.08,0,339.536,1060,87.56,0.75,0.03321,0.828,5696,1.195,1.07,0.15,634.939
15.660544,0.13,2.61,7.32,0,196.402,758,89.17,0.03,0.03841,7.006,6169,1.352,1.11,-0.02,1208.44
28.7798,0.194,2.13,5.18,0,87.244,619,86.15,0.28,0.02532,7.803,6169,1.352,1.11,-0.02,1208.44
9.360672,0.084,1.62,3.26,0,105.073,784,86.69,0.58,0.02365,3.035,5739,1.027,0.788,-0.4425,485.997
14.667108,0.113,1.77,3.78,0,57.694,675,88.61,0.85,0.01981,3.855,5739,1.027,0.788,-0.4425,485.997
30.864423,0.185,2.39,23.6,0,21.404,527,88.93,0.15,0.05513,2.719,5739,1.027,0.788,-0.4425,485.997
68.16101,0.314,1.75,3.71,0,7.444,405,89.68,0.28,0.02956,5.654,5739,1.027,0.788,-0.4425,485.997
7.693641,0.079,2.35,6.12,0,540.034,1069,88.11,0.72,0.03036,5.05,6091,1.26,1.126,-0.1489,1187.47
17.406669,0.136,3.04,9.48,0,182.057,814,89.94,0.09,0.05818,6.869,6091,1.26,1.126,-0.1489,1187.47
5.374943,0.065,2.23,5.6,0,1366.477,1413,88.73,0.02,0.01544,4.011,6171,1.799,1.342,-0.07,1104.64
8.586004,0.089,1.85,4.08,0,730.808,1208,86.96,0.37,0.01021,3.356,6171,1.799,1.342,-0.07,1104.64
3.88689525,0.0534,1.32,2.3,0,2099.752,1574,89.75,0.825,0.00583,3.658,6341,1.76,1.37,0.09,1104.64
3.619337,0.046,1.48,2.79,0,460.656,1156,89.27,0.09,0.02066,3.014,5502,1.063,1.019,0.37,656.38
44.699576,0.248,3.14,10,0,16.147,500,89.46,0.52,0.08377,6.271,5502,1.063,1.019,0.37,656.38
124.5244647,0.49884,2.66,7.56,0,4.118,356,90,0.5,0.06899,9.598,5542,1.02,1.01,0.31,656.38
4.585512,0.057,2.95,9.01,0,456.732,1307,82.38,0.03,0.04012,3.272,5786,1.491,1.164,0.36,787.07
22.714613,0.165,3.58,12.5,0,54.105,766,87.36,0.01,0.05686,5.808,5786,1.491,1.164,0.36,787.07
47.903645,0.272,2.81,19.1,0,20.01,598,88.02,0.06,0.03769,5.719,5786,1.491,1.164,0.36,787.07
289.863876,0.812,2.1,9.1,0.72,1.013,279,89.764,0.768,0.05019,7.415,5596,0.869,0.857,-0.255,194.642
4.159807,0.046,0.81,0.457,0,105.001,759,87.37,0.09,0.01592,1.626,4632,0.666,0.729,-0.1738,171.109
9.034199,0.076,1.57,3.09,0,37.321,586,88.12,0.06,0.05841,1.486,4632,0.666,0.729,-0.1738,171.109
28.122397,0.163,0.98,0.904,0,8.208,401,89.34,0.14,0.02075,4.103,4632,0.666,0.729,-0.1738,171.109
45.902733,0.226,1.33,2.33,0,4.274,341,89.74,0.53,0.04029,5.088,4632,0.666,0.729,-0.1738,171.109
2.795906,0.037,1.71,5.95575,0,308.885,1090,85.58,0.61,0.04028,2.064,5243,0.821,0.854,0.0616,385.231
5.690586,0.059,2.93,9.3,0,119.836,860,87.76,0.04,0.1372,2.522,5243,0.821,0.854,0.0616,385.231
10.04156,0.087,2.73,3.61,0,56.293,712,87.8,0.36,0.11553,2.53,5243,0.821,0.854,0.0616,385.231
18.369917,0.13,2.63,7.86706,0,25.156,582,87.37,0.26,0.10756,2.245,5243,0.821,0.854,0.0616,385.231
3.936981,0.048,3.16,10.1,0,206.769,1004,85.63,0.57,0.13982,1.828,5433,0.869,0.933,0.33,758.854
10.08881,0.091,4.64,19.4,0,59.076,734,87.6,0.9,0.21758,1.714,5433,0.869,0.933,0.33,758.854
28.081912,0.18,3.69,13.2,0,15.087,522,89.46,0.44,0.20166,4.541,5433,0.869,0.933,0.33,758.854
7.38449,0.07525,2.99,7.4,0.078,444.053,1042,90,0.04,0.03498,5.7351,5803,1.72,1.125,0.1,1859.71
9.84564,0.09117,3.44,5.1,0.15,302.474,947,90,0.31,0.04367,5.7471,5803,1.72,1.125,0.1,1859.71
14.78869,0.11956,5.24,8,0.037,175.951,827,87.94,0.527,0.07818,6.1191,5803,1.72,1.125,0.1,1859.71
19.72567,0.14481,4.6,4.8,0.051,119.882,751,88,0.701,0.05779,7.202,5803,1.72,1.125,0.1,1859.71
3.132924,0.038,1.39,2.51,0,201.489,937,89.29,0.32,0.04797,2.034,5018,0.676,0.777,-0.06,782.088
5.925003,0.058,3.12,9.91,0,86.332,758,84.9,0.85,0.17361,2.843,5018,0.676,0.777,-0.06,782.088
11.349393,0.089,2.3,5.9,0,36.293,610,89.14,0.01,0.13899,3.114,5018,0.676,0.777,-0.06,782.088
18.643577,0.124,1.97,4.54,0,18.732,517,89.15,0.62,0.08525,1.846,5018,0.676,0.777,-0.06,782.088
6.738975,0.056,1.2,1.87,0,38.883,579,89.87,0.45,0.06013,3.018,3682,0.48,0.593,-0.04,561.101
18.794234,0.111,1.84,4.04,0,9.903,412,89.52,0.32,0.1529,3.279,3682,0.48,0.593,-0.04,561.101
3.940997,0.047,1.55,24,0,270.402,1018,88.88,0.15,0.03633,2.596,5571,0.802,0.904,0.09,980.138
5.349555,0.058,2.27,45.2,0,180.513,919,89.62,0.25,0.0831,3.051,5571,0.802,0.904,0.09,980.138
8.109044,0.076,1.22,1.98,0,103.645,800,89.92,0.06,0.02174,3.698,5571,0.802,0.904,0.09,980.138
9.488015,0.09,3.11,9.85,0,104.641,793,89.66,0.82,0.06158,3.113,5854,1.091,0.954,0.1,1083.06
54.418694,0.29,3.04,9.48,0,10.186,443,89.57,0.07,0.08748,4.511,5854,1.091,0.954,0.1,1083.06
2.566546,0.038,1.53,2.96,0,863.776,1360,82.17,0.45,0.02265,2.327,6043,1.014,1.006,0.18,1644.61
4.134444,0.052,2.7,7.75,0,457.318,1160,83.72,0.15,0.0686,3.123,6043,1.014,1.006,0.18,1644.61
11.094286,0.101,4.04,15.4,0,122.778,835,88.11,0.46,0.15175,4.591,6043,1.014,1.006,0.18,1644.61
6.252972,0.062,2.2,5.48,0,76.217,823,89.68,0.11,0.10369,2.64,5120,0.728,0.808,0.06,826.265
16.068638,0.117,4.92,21.5,0,21.637,600,89.92,0,0.49143,3.546,5120,0.728,0.808,0.06,826.265
41.194912,0.22,3.85,14.2,0,6.162,439,89.96,0.8,0.22139,5.02,5120,0.728,0.808,0.06,826.265
7.1,0.07212,1.638,2.56,0.017,446.107,1157,89.57,0.072,0.0131,5.1462,5828,1.548,1.078,-0.112,835.756
10.74,0.09501,3.005,7.81,0.021,257.39,1008,89.86,0,0.04152,6.0633,5828,1.548,1.078,-0.112,835.756
15.27,0.12012,2.206,4.44,0.01,161.038,896,89.54,0.241,0.02067,6.0765,5828,1.548,1.078,-0.112,835.756
32.625555,0.191,4.26,16.8,0,11.816,506,89.98,0.91,0.18048,5.783,5588,0.817,0.784,-0.21,740.754
91.773242,0.38,2.04,4.82,0,2.976,359,89.61,0.03,0.0652,6.034,5588,0.817,0.784,-0.21,740.754
10.065275,0.074,1.73,35.4,0,14.879,488,89.22,0.82,0.10533,1.44,3767,0.49,0.58,-0.1,316.618
19.271566,0.114,1.93,24.1,0,6.267,393,89.97,0.87,0.12198,3.209,3767,0.49,0.58,-0.1,316.618
4.431222,0.054,3.08,9.69,0,410.583,1104,87.72,0.35,0.10109,3.172,5847,0.968,0.97,0.03,1349.13
11.379349,0.101,3.83,14,0,116.524,806,86.8,0.92,0.10235,2.612,5847,0.968,0.97,0.03,1349.13
8.472382,0.077,2.43,6.48,0,85.131,751,89.95,0.08,0.11235,2.697,5360,0.758,0.855,-0.09,856.417
60.418955,0.287,2.71,7.8,0,6.195,390,89.94,0.86,0.09313,5.619,5360,0.758,0.855,-0.09,856.417
2.711506,0.04,3.7,13.2,0,1007.716,1420,89.81,0.85,0.08375,3.175,6224,1.113,1.129,0.22,1733.1
7.21205,0.077,3.51,12.1,0,273.304,1025,89.95,0.16,0.09504,4.039,6224,1.113,1.129,0.22,1733.1
3.340222,0.037,2.23,5.6,0,44,731,89.47,0.37,0.1844,1.925,4255,0.554,0.581,-0.51,428.018
7.824904,0.065,1.28,2.18,0,14.2,555,89.16,0.24,0.057,2.217,4255,0.554,0.581,-0.51,428.018
20.060548,0.122,2.05,4.86,0,4.03,401,89.576,0.11,0.14947,3.312,4255,0.554,0.581,-0.51,428.018
46.183669,0.213,2.22,5.56,0,1.33,306,89.9971,0.68,0.1619,4.833,4255,0.554,0.581,-0.51,428.018
8.295611,0.065,1.57,3.09,0,15.632,469,87.95,0.67,0.08243,1.328,3750,0.51,0.596005,-0.05,288.763
23.968127,0.132,2,4.66,0,3.802,329,89.47,0.84,0.11823,4.166,3750,0.51,0.596005,-0.05,288.763
4.715106,0.05,1.41,2.57,0,124.961,823,88.96,0.19,0.04175,2.351,4861,0.725,0.696,0.22,657.822
8.103636,0.071,2.08,4.98,0,60.642,687,89.87,0.14,0.08879,3.15,4861,0.725,0.696,0.22,657.822
2.090876,0.034,1.73,3305.02,0,2500.588,1642,77.03,0.78,0.01159,3.193,5751,1.43,1.229,0.34,1798.75
6.155557,0.069,2.39,152.522,0,592.298,1146,88.56,0.06,0.0285,4.837,5751,1.43,1.229,0.34,1798.75
13.233549,0.115,3.07,23.1,0,213.48,888,89.95,0.43,0.05046,6.642,5751,1.43,1.229,0.34,1798.75
23.654,0.17286,5.6,169.7,0,98.461,731,89.98,0.008,0.33418,8.2183,5800,0.96,1.06,0.34,1798.75
50.447,0.28635,2,13.5,0,35.869,568,89.57,0.906,0.03703,7.159,5800,0.96,1.06,0.34,1798.75
11.763051,0.095,2.33,6.04,0,34.746,616,89.91,0.17,0.10373,2.899,4914,0.763,0.757,0.17,648.109
56.228098,0.268,2.51,6.85,0,4.315,366,89.56,0.86,0.08627,3.7,4914,0.763,0.757,0.17,648.109
8.14,0.08045,2.348,11.14,0.023,252.246,1050,77.26,0.1134,0.04965,4.776,6028,1.099,1.06,-0.0708,1156.81
12.33,0.10612,2.514,9.99,0.014,144.827,915,78.63,0.0587,0.05666,6.487,6028,1.099,1.06,-0.0708,1156.81
4.244384,0.051,1.67,293.959,0,601.895,1305,75.07,0.29,0.02017,2.945,5897,1.289,1.046,-0.0708,1156.81
18.998355,0.138,2.78,26.2118,0,81.506,792,79.72,0.1,0.04683,2.963,5897,1.289,1.046,-0.0708,1156.81
4.144495,0.048,1.37,2.45,0,142.736,864,89.99,0.24,0.03918,2.368,4985,0.739,0.868,0.41,746.927
7.953528,0.074,2.2,102.3,0,59.838,696,89.24,0.36,0.09616,2.598,4985,0.739,0.868,0.41,746.927
12.718092,0.094,2.33,6.04,0,23.6,562,89.17,0.54,0.11494,3.117,4699,0.668,0.671,0.031,512
36.065978,0.189,2.57,7.13,0,5.88,397,89.77,0.07,0.15638,4.273,4699,0.668,0.671,0.031,512
8.20395,0.075,2.61,7.32,0,43.768,742,86.43,0.06,0.10783,2.74,5020,0.85,0.748,-0.02,600.241
14.496481,0.109,2,4.66,0,20.498,613,84.34,0.37,0.06571,3.222,5020,0.85,0.748,-0.02,600.241
5.715442,0.062,2.45,6.57,0,115.505,850,88.81,0.17,0.09081,2.484,5228,0.842,0.904,0.26,693.86
20.026218,0.142,1.99,4.62,0,21.72,559,88.43,0.77,0.04212,1.319,5228,0.842,0.904,0.26,693.86
4.311792,0.05,2.76,8.05,0,242.471,1038,89.08,0.52,0.1154,2.735,5554,0.803,0.933,0.07,1036.49
9.767292,0.087,2.05,4.86,0,81.574,791,87.68,0.49,0.05691,1.373,5554,0.803,0.933,0.07,1036.49
20.050401,0.14,2.31,15.2,0,31.267,622,89.31,0.11,0.08409,4.504,5554,0.803,0.933,0.07,1036.49
7.49019,0.071,2.57,146.78,0,77.749,753,89.95,0.2,0.12124,2.804,5100,0.795,0.856,0.12,861.527
17.460812,0.124,2.18,26.7,0,25.152,568,89.31,0.2,0.0875,2.244,5100,0.795,0.856,0.12,861.527
36.277108,0.202,3.03,21.6,0,9.492,445,89.97,0.18,0.16769,4.804,5100,0.795,0.856,0.12,861.527
3.219821056,0.04053,1.75,1806.36,0,240.151,998,89.72,0.0676,0.0504,2.1157,5174,0.8,0.86,0.05,861.527
4.60182,0.052,2.34,6.08,0,141.613,896,87.56,0.58,0.07559,2.227,5206,0.831,0.853,0.2,626.078
11.187161,0.095,1.5,2.86,0,43.208,667,89.1,0.04,0.03536,3.161,5206,0.831,0.853,0.2,626.078
3.33616,0.042,1.64,3.33,0,216.111,970,88.88,0.14,0.04593,2.077,5100,0.768,0.887,0.3,663.711
9.439452,0.084,4.09,15.7,0,53.899,686,89.89,0.14,0.30361,2.896,5100,0.768,0.887,0.3,663.711
20.477912,0.14,3.94,14.7,0,19.21,530,89.43,0.13,0.13824,3.068,5100,0.768,0.887,0.3,663.711
6.308205,0.066,3.02,9.38,0,79.311,819,89.9,0.38,0.14465,3.008,5190,0.831,0.838,0.17,738.792
16.239494,0.123,4.07,15.6,0,22.459,598,89.92,0.08,0.25907,4.03,5190,0.831,0.838,0.17,738.792
3.306539,0.035,1.09,1.32,0,24.26,554,90,0.26,0.05092,1.767,3568,0.482,0.510238,-0.34,190.401
7.113702,0.058,1.51,2.89,0,12.529,429,89.21,0.79,0.08076,2.219,3568,0.482,0.510238,-0.34,190.401
15.368459,0.097,1.57,3.09,0,4.474,332,89.86,0.9,0.07561,2.697,3568,0.482,0.510238,-0.34,190.401
6.238297,0.0695,2.748,8.7,0.0029,542.96,1185,92.827,0.54,0.04028,3.54393,6354,1.316,1.165,0.11,243.249
12.7207,0.1117,5.217,15.2,0.0061,210.172,934,92.764,0.88,0.107,2.862,6354,1.316,1.165,0.11,243.249
122.4,0.416422183,10,71.9,0.13,,,,,,,6354,1.316,1.165,0.11,243.249
4.148141,0.048,1.13,1.51,0,148.103,938,89.58,0.75,0.01752,2.403,5160,0.805,0.806,0.01,760.585
7.156804,0.069,2.28,5.82,0,71.499,782,88.68,0.05,0.0867,2.567,5160,0.805,0.806,0.01,760.585
17.648312,0.127,2.18,5.39,0,21.463,579,89.27,0.02,0.07633,1.98,5160,0.805,0.806,0.01,760.585
4.790936,0.053,1.33,2.33,0,203.169,990,89.55,0.25,0.02513,2.705,5526,0.89,0.891,-0.06,924.625
16.514043,0.122,2.77,8.1,0,38.953,655,89.22,0.2,0.09735,4.108,5526,0.89,0.891,-0.06,924.625
30.133001,0.182,2.77,8.1,0,17.477,536,88.21,0.3,0.10158,4.919,5526,0.89,0.891,-0.06,924.625
99.640161,0.404,2.77,8.1,0,3.548,360,89.99,0.23,0.09525,4.36,5526,0.89,0.891,-0.06,924.625
6.668391,0.058,1.23,2.04,0,39.264,587,88.24,0.78,0.04288,1.978,4208,0.549,0.61,-0.13,379.424
10.848463,0.08,2.15,5.27,0,20.507,499,89.57,0.17,0.17433,2.976,4208,0.549,0.61,-0.13,379.424
3.783986,0.046,1.63,3.29,0,194.346,949,86.54,0.27,0.04261,1.932,5208,0.786,0.86,0.15,838.595
10.281951,0.089,2.65,7.51,0,51.273,680,89.59,0.49,0.11107,3.517,5208,0.786,0.86,0.15,838.595
18.119869,0.13,3.17,10.2,0,24.084,563,89.64,0.65,0.15069,4.29,5208,0.786,0.86,0.15,838.595
5.826662,0.064,3.87,14.3,0,184.341,1013,89.88,0.74,0.15391,3.032,5957,0.91,0.849,-0.13,1389.48
12.412183,0.105,2.15,3.2,0,67.225,787,89.95,0.05,0.06113,3.362,5957,0.91,0.849,-0.13,1389.48
18.746477,0.139,2.5,6.8,0,38.844,686,89.11,0.15,0.07968,3.961,5957,0.91,0.849,-0.13,1389.48
5.714606,0.063,1.55,3.02,0,174.395,971,88.25,0.01,0.02978,2.238,5573,0.933,0.867,0.3386,1052.53
9.946047,0.092,2.99,9.22,0,83.264,807,89.91,0.33,0.09945,3.38,5573,0.933,0.867,0.3386,1052.53
1.045622658,0.0192,1.32,2.3,0,1686.09,1710,89.51,0.77,0.0213,1.8269,5431,0.86,0.9,0.02,1052.53
1.620493,0.027,1.59,3.15,0,1225.934,1681,87.2,0.07,0.01716,2.241,5551,1.301,1.037,0.26,1026.43
3.38802,0.045,2.15,5.27,0,457.066,1315,87.2,0.16,0.02801,2.628,5551,1.301,1.037,0.26,1026.43
5.839172,0.064,2.48,6.71,0,221.1,1097,88.54,0.84,0.02736,3.134,5551,1.301,1.037,0.26,1026.43
10.681572,0.096,2.35,6.12,0,98.9,897,87.92,0.04,0.03078,3.542,5551,1.301,1.037,0.26,1026.43
2.382667,0.034,2.61,7.32,0,343.6,1237,84.74,0.09,0.07943,1.812,5180,1.037,0.916,0.4,780.256
6.581484,0.066,5.41,25.2,0,88.6,881,89.53,0.76,0.25131,3.289,5180,1.037,0.916,0.4,780.256
24.664551,0.16,4.95,21.7,0,15.2,567,88.98,0.13,0.26249,2.655,5180,1.037,0.916,0.4,780.256
13.19722,0.103,4.06,15.5,0,27.791,642,88.71,0.11,0.21414,3.418,4942,0.915,0.82,0.3031,575.988
33.653079,0.193,3.61,12.7,0,7.985,470,89.42,0.85,0.11408,4.126,4942,0.915,0.82,0.3031,575.988
8.115317,0.079,2.8,8.25,0,113.451,879,84.3,0.75,0.08349,2.954,5938,0.898,0.867,-0.09,1002.14
36.924931,0.217,2.7,7.75,0,15.054,530,88.6,0.03,0.0902,4.723,5938,0.898,0.867,-0.09,1002.14
12.28,0.08551,2.78,5.12,0.021,7.6,431,89.93,0.475,0.27947,2.7096,3914,0.512,0.544,-0.13,335.307
17.2559,0.10725,2.72,6.2,0.013,4.82,385,89.09,0.828,0.20548,2.0371,3914,0.512,0.544,-0.13,335.307
3.543919,0.039,1.07,1.24,0,31.79,652,89.91,0.31,0.0507,2.012,4486,0.571,0.593,-0.21,335.307
46.827915,0.22,2.41,6.39,0,1.753,276,89.87,0.77,0.15377,2.084,4486,0.571,0.593,-0.21,335.307
8.187399,0.075,2.01,4.7,0,132.134,782,88.89,0.46,0.05707,3.027,5250,0.862,1.013,0.29,627.365
76.050178,0.332,1.74,3.68,0,6.775,372,89.99,0.66,0.03884,6.826,5250,0.862,1.013,0.29,627.365
10.381227,0.088,2.18,5.39,0,45.779,672,89.36,0.16,0.08697,2.759,5098,0.794,0.834,0.1621,317.499
24.570858,0.156,2,4.66,0,14.512,505,87.52,0.19,0.07537,2.761,5098,0.794,0.834,0.1621,317.499
13.060855,0.108,1.36,2.42,0,50.169,734,88.16,0.76,0.02366,3.278,5841,0.881,0.816,-0.3382,613.129
21.853722,0.152,1.64,3.33,0,25.26,618,88.95,0.07,0.03556,3.49,5841,0.881,0.816,-0.3382,613.129
16.568087,0.12,2.67,7.61,0,24.308,548,89.69,0.08,0.13224,4.143,5265,0.785,0.793,-0.0314,754.747
47.332773,0.242,2.47,6.66,0,5.994,386,89.8,0.06,0.09755,3.069,5265,0.785,0.793,-0.0314,754.747
40.806231,0.249,3.33,11.1,0,79.478,772,89.96,0.93,0.03139,14.253,6158,1.55,1.426,0.0469,942.173
140.101261,0.566,2.83,8.4,0,15.347,511,89.98,0.44,0.02668,17.933,6158,1.55,1.426,0.0469,942.173
6.846262,0.069,1.86,4.12,0,220.328,1022,89.71,0.64,0.02468,3.59,5835,1.103,0.97,-0.11,1280.25
17.028937,0.127,2.63,7.41,0,65.359,755,89.59,0.34,0.05689,4.732,5835,1.103,0.97,-0.11,1280.25
43.130617,0.236,2.49,6.76,0,18.941,554,89.52,0.69,0.04478,3.066,5835,1.103,0.97,-0.11,1280.25
67.831024,0.319,2.59,7.22,0,10.354,476,89.98,0.02,0.05078,7.066,5835,1.103,0.97,-0.11,1280.25
6.61833,0.071,2.48,6.71,0,230.403,1066,89.82,0.36,0.05491,3.717,5885,1.028,0.947,0.16,1370.79
107.723601,0.457,3.89,14.4,0,5.592,421,90,0.32,0.13962,8.08,5885,1.028,0.947,0.16,1370.79
3.353728,0.037,1.98,37.9,0,45.843,615,89.84,0.22,0.12647,1.494,4258,0.555,0.541571,-0.18,264.993
6.87745,0.06,2.13,5.18,0,17.583,484,88.26,0.19,0.16323,1.35,4258,0.555,0.541571,-0.18,264.993
28.464515,0.154,2.27,5.77,0,2.647,301,89.98,0.48,0.16298,2.742,4258,0.555,0.541571,-0.18,264.993
25.934138,0.18,2.55,7.04,0,64.933,695,89.98,0.07,0.04145,4.571,6081,1.274,1.109,0.0009,851.87
83.446393,0.391,3.38,11.4,0,13.662,471,89.97,0.91,0.0503,7.219,6081,1.274,1.109,0.0009,851.87
5.326718,0.061,2.47,6.66,0,604.9,1007,89.8,0.62,0.06114,3.387,5847,0.959,0.92,0.4,2257.32
8.127899,0.081,1.69,3.5,0,342.6,875,88.71,0.61,0.02241,3.899,5847,0.959,0.92,0.4,2257.32
15.3348,0.118,4,2895.31,0,28.681,610,87.95,0.839,0.30814,3.47,5400,0.59,0.65,0.41,1044.36
31.3309,0.191,4.9,4385.87,0,11.067,481,88.62,0.7923,0.50738,4.75,5400,0.59,0.65,0.41,1044.36
6.546289921,0.06578,2.7061946,7.78,0,88.2,810,87.46,0.804,0.0803,2.993,5251,0.817,0.926,0.21,1044.36
11.476094,0.107,2.01,4.7,0,178.362,984,86.33,0.14,0.01823,4.865,6067,1.461,1.17,0.15,948.781
25.262887,0.18,1.77,3.78,0,62.241,756,88,0.1,0.01255,3.698,6067,1.461,1.17,0.15,948.781
10.43547805,0.08784,1.23,2.04,0,75.957,759,89.57,0.51,0.02102,3.4047,5555,0.87,0.9,-0.13,404.542
7.41086267,0.06993,0.95,0.809,0,119.631,850,89.79,0.064,0.01241,3.2769,5555,0.87,0.9,-0.13,404.542
